ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes en âge de procréer - 1er contact grossesse
GNB,Guinea-Bissau,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes en âge de procréer - 1er contact grossesse
GNQ,Equatorial Guinea,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,NIÑOS SUPERVIVIENTES Y DE 12 - 23 MESES
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GNQ,Equatorial Guinea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,MUJERES EMBARAZADAS Y EN EDAD DE PROCREAR - 1ER CONTACTO CON LA EMBARAZADA
GRC,Greece,EURO,2023,DTAP,DTaP (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15-M18,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023,DTAP,DTaP (acellular) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,Either DtaP or other combination vaccine
GRC,Greece,EURO,2023,PCV20,PCV-20 (Pneumococcal conjugate vaccine 20-valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y65,"Y19-Y64 high risk groups, and all adults  ?Y65"
GRC,Greece,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+Y10,Td/Tdap every 10Y
GRC,Greece,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+Y10,Td/Tdap every 10Y
GRC,Greece,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y10,Td/Tdap every 10Y
GRC,Greece,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y10,Td/Tdap every 10Y
GRC,Greece,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,ADULTS,Adults,NATIONAL,+Y10,Td/Tdap every 10Y
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y18-Y25,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,NATIONAL,+Y10,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",3,ADULTS,Adults,NATIONAL,+Y10,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",4,ADULTS,Adults,NATIONAL,+Y10,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,ADULTS,Adults,NATIONAL,+Y10,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,ADULTS,Adults,NATIONAL,+Y10,"Y18-Y25 (Tdap/Tdap-IPV), Td/Tdap every 10Y"
GRC,Greece,EURO,2023,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1,ADULTS,Adults,NATIONAL,Y18-Y25,Y18-Y25 (Tdap/Tdap-IPV)
GRC,Greece,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1,ADULTS,Adults,NATIONAL,Y60-Y75,"ZVL ?Y60 -Y75, R?V ?Y18 High risk groups"
GRD,Grenada,AMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y4,4-5 Yr old
GRD,Grenada,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,M18 old
GRD,Grenada,AMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Target-9-10 years girls/ Grades 4-6 Doses- 1 (1 dose commenced in 2023)
GRD,Grenada,AMRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,Target-9-10 years girls/ Grades 4-6 Doses- 1 (1 dose commenced in 2023)
GRD,Grenada,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
GRD,Grenada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,Y14-Y15,14yrs old
GRD,Grenada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Given to adults and pregnant women as needed based on vaccination history
GRD,Grenada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Given to adults and pregnant women as needed based on vaccination history
GRD,Grenada,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Given to adults and pregnant women as needed based on vaccination history
GTM,Guatemala,AMRO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Personal de salud con mayor riesgo laboral, Personal de salud en contacto con secreciones corporales, Personal de salud con accidente laboral, Estudiantes de medicina, Estudiantes de odontología, Estudiante Químico-Biólogo/Técnico de alboratorio, Estudiante de enfermería, estudiante de Bachillerato en medicina, Personal que traslada pacientes a hospitales (cuerpo de socorro), Enfermos sometidos a hemodiálisis, Pacientes con trastornos hemorrágicos, Pacientes VIH positivo, Pacientes víctimas de violencia sexual a partir de los 18 años, otros grupos de riesgo (contacto con fluidos potencialmente infecciosos).  En año 2022-23 se priorizaron a las embarazadas con factores de riesgo para hepatitis."
GTM,Guatemala,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,"El AÑO 2023, fue un año de transición para cambiar el esquema de 2 dosis a esquema de 1 dosis (única)además se incrementó el grupo objetivo de esta vacunación para: Niñas de 9 a 16 años de edad, incluyendo a las niñas de 17 años cumplidos siempre y cuando hubieran nacido en el año 2006, Solamente se administró 2da. dosis a todas aquellas niñas que presentarán su carné de vacunación con cita para esa segunda dosis, pero que había sido escrita previamente al año 2023. En el 2018 se inició con 2 cohortes de niñas  en el año 2019 se incremento a 3 cohortes de niñas en el año 2020 se incremento a 5 cohortes de niñas Por lo que en el año 2023, el cambio de esquema permitió que la vacuna alcanzará iniciar a cubrir 9 cohortes niñas nacidas desde año 2006 hasta el año 2014"
GTM,Guatemala,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,Y10,"Vacuna Td en niños mayores de 7 años como esquema atrasado, según dosis pendiente: pentavalente (3 dosis)o DPT(2 refuerzos), por lo cual: 1ra. Dosis en el primer contacto,  2da. Dosis  4 semanas después (1 mes)  3ra. Dosis 6 meses después de la segunda Primer Refuerzo; 6 meses despues de la 3ra. dosis SegundoRefuerzo; 6 meses despues del  primer refuerzo Tercer refuerzo; a los 10 años de edad si tienen esquema completo con pentavalente (3 dosis ) y DPT (dos refuerzos).   Ademas Td se administra como profilaxis antitetánica en: embarazadas (las dosis de Td se intercalan con la dosis vacuna Tdap durante el embarazo según semanas de gestación en el que sea captada y antecedente vacunal) por heridas contaminadas (cantidad de dosis segun antecedente vacunal) por mordedura de perro   (cantidad de dosis segun antecedente vacunal) de forma preventiva a personas que laboran en oficios que les puede genera riesgo a sufrir heridas (recolectores de basura, chatarreros etc)"
GTM,Guatemala,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,NATIONAL,1st contact,"Embarazadas (en cada embarazo), Personal de salud (dosis única)"
GUM,Guam,WPRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,Y65,Adults 19-64 Y
GUM,Guam,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y19,Td or Tdap booster every 10 yrs
GUM,Guam,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+Y10,Td or Tdap booster every 10 yrs
GUM,Guam,WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y19,Td or Tdap booster every 10 yrs
GUM,Guam,WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2,ADULTS,Adults,NATIONAL,+Y10,Td or Tdap booster every 10 yrs
GUM,Guam,WPRO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1,ADULTS,Adults,NATIONAL,Y50,"and at 50 years, +M6 for high risk groups/adults"
GUY,Guyana,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women depending on their primary series
GUY,Guyana,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+W4,Pregnant women depending on their primary series
GUY,Guyana,AMRO,2023,VARICELLA,Varicella vaccine,1,ADULTS,Adults,SUBNATIONAL,Y18,"Risk groups; living in orphanages, and adults"
GUY,Guyana,AMRO,2023,VARICELLA,Varicella vaccine,2,ADULTS,Adults,SUBNATIONAL,+M1,"Risk groups; living in orphanages, and adults"
HKG,"China, Hong Kong SAR",WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,female only
HKG,"China, Hong Kong SAR",WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,Y11,female only
HND,Honduras,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,1 Año
HND,Honduras,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y4,1 Año
HND,Honduras,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11,Niñas de 11 y 12 años
HND,Honduras,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Niñas de 11 y 12 años
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,B_ADO_W,General/routine,NATIONAL,Y11,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+M24,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+M36,"11 años 1 refuerzo, Grupos en riesgo embarazadas no vacunadas completar esquema 5 dosis, otros grupos esquema de 3 dosis y un refuerzo a los 10 años"
HND,Honduras,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,PW,Pregnant women,SUBNATIONAL,1st contact,Embarazadas 26 a 37 SG y personal de salud durante brotes y a embarazadas en una región
HTI,Haiti,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M15,12-23 mois
HTI,Haiti,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
HTI,Haiti,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
HTI,Haiti,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
HTI,Haiti,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
HTI,Haiti,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
HUN,Hungary,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y11,6th grade school campaign
IDN,Indonesia,SEARO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y7,DT will given to children Y7 equal specific target 1st grade in elementary school. Td 1st dose will given to children Y8 equal specific target 2nd grade in elementary school. Td 2nd dose will given to children Y10 equal specific target 5th grade in elementary school
IDN,Indonesia,SEARO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,Surviving infants and Children under 2 years
IDN,Indonesia,SEARO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11,"The nationwide introduction commenced in August 2023, 5th grade elementary school or 11 years of female in all provinces; meanwhile for the 2nd dose targeted 6th grade elementary school or 12 years of female for 132 districts"
